sample_id,folder,segment_id,speaker,speaker_segment_id,start_time_sec,end_time_sec,duration_sec,video_relpath,audio_relpath,transcript,emotion_audio,emotion_text,emotion_video,emotion_final,audio_clarity,speaker_gender,speaker_identity,video_path,audio_path,video_exists,audio_exists,split,elig_text,elig_audio,elig_video,elig_multimodal
videoplayback (100)::videos/SPEAKER_00/SPEAKER_00_segment_0002.mp4,videoplayback (100),3,SPEAKER_00,2,222.7640938,226.5272188,3.763125,videos/SPEAKER_00/SPEAKER_00_segment_0002.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0002.wav,شكلك زعلان منه يعني جامد مجربتش تتكلم معاه,Sadness,Sadness,Sadness,Sadness,Clear,Male,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (100)\videos\SPEAKER_00\SPEAKER_00_segment_0002.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (100)\audios\SPEAKER_00\SPEAKER_00_segment_0002.wav,1,1,train,1,1,1,1
videoplayback (100)::videos/SPEAKER_00/SPEAKER_00_segment_0003.mp4,videoplayback (100),4,SPEAKER_00,3,231.9103438,237.7322188,5.821875,videos/SPEAKER_00/SPEAKER_00_segment_0003.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0003.wav,بقولك ايه محدش هيسيبك في حالك ولا ايوك ولا امك ولا انا علشان كلنا بنحبك حب قوي كمان,Happiness,Happiness,Happiness,Happiness,Clear,Male,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (100)\videos\SPEAKER_00\SPEAKER_00_segment_0003.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (100)\audios\SPEAKER_00\SPEAKER_00_segment_0003.wav,1,1,train,1,1,1,1
videoplayback (101)::videos/SPEAKER_00/SPEAKER_00_segment_0000.mp4,videoplayback (101),1,SPEAKER_00,0,94.07534375,97.87221875,3.796875,videos/SPEAKER_00/SPEAKER_00_segment_0000.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0000.wav,لما لقيت الموضوع داخل في الكات وشفت ادها مقدمين نهاردة.,Sadness,Sadness,Sadness,Sadness,Clear,Female,Engy al mokdam,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (101)\videos\SPEAKER_00\SPEAKER_00_segment_0000.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (101)\audios\SPEAKER_00\SPEAKER_00_segment_0000.wav,1,1,train,1,1,1,1
videoplayback (102)::videos/SPEAKER_02/SPEAKER_02_segment_0000.mp4,videoplayback (102),0,SPEAKER_02,0,52.61346875,65.96159375,13.348125,videos/SPEAKER_02/SPEAKER_02_segment_0000.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0000.wav,ياسين لو صحي من النوم وما لقاش لمبة منوارة بيتفزع وبيفضل يومين ما بيعرفش ينام خالص ولو كل ملوخية بطنه بتكركب قوي وما بيحطش حاجة في بوقه بقية اليوم,Sadness,Sadness,Fear,Sadness,Clear,Female,Mona Zaki,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (102)\videos\SPEAKER_02\SPEAKER_02_segment_0000.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (102)\audios\SPEAKER_02\SPEAKER_02_segment_0000.wav,1,1,train,1,1,1,1
videoplayback (102)::videos/SPEAKER_02/SPEAKER_02_segment_0001.mp4,videoplayback (102),1,SPEAKER_02,1,67.69971875,78.63471875,10.935,videos/SPEAKER_02/SPEAKER_02_segment_0001.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0001.wav,وهم حاجة عنده الكرة لأنه موهوب قوي فيها يعني لو ما فيش حتى فلوس نجيب لعب عادية زي بتاعت بقية العيال الكرة لازم لازم نجيبها,Fear,Sadness,Fear,Fear,Clear,Female,Mona Zaki,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (102)\videos\SPEAKER_02\SPEAKER_02_segment_0001.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (102)\audios\SPEAKER_02\SPEAKER_02_segment_0001.wav,1,1,train,1,1,1,1
videoplayback (102)::videos/SPEAKER_02/SPEAKER_02_segment_0002.mp4,videoplayback (102),2,SPEAKER_02,2,83.29221875,91.71284375,8.420625,videos/SPEAKER_02/SPEAKER_02_segment_0002.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0002.wav,بتحتاج صبر يعني ومناهدة بعد كده بتنام عادي ما فيش حاجة بتهديلها المغص اللي في بطنها غير الكراوية اللي بعملها لها,Fear,Sadness,Fear,Fear,Clear,Female,Mona Zaki,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (102)\videos\SPEAKER_02\SPEAKER_02_segment_0002.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (102)\audios\SPEAKER_02\SPEAKER_02_segment_0002.wav,1,1,train,1,1,1,1
videoplayback (102)::videos/SPEAKER_02/SPEAKER_02_segment_0003.mp4,videoplayback (102),3,SPEAKER_02,3,95.02034375,99.34034375,4.32,videos/SPEAKER_02/SPEAKER_02_segment_0003.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0003.wav,أنا مش عارفة أنا بقول الكلام ده ليه دلوقت ولا أقوله لمين يعني,Sadness,Sadness,Fear,Sadness,Clear,Female,Mona Zaki,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (102)\videos\SPEAKER_02\SPEAKER_02_segment_0003.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (102)\audios\SPEAKER_02\SPEAKER_02_segment_0003.wav,1,1,train,1,1,1,1
videoplayback (102)::videos/SPEAKER_02/SPEAKER_02_segment_0004.mp4,videoplayback (102),4,SPEAKER_02,4,104.9765938,110.5284688,5.551875,videos/SPEAKER_02/SPEAKER_02_segment_0004.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0004.wav,فبقولوا كده يعني عشان تبقوا عارفين و تقولوا للي هياخد باله العيال,Sadness,Sadness,Sadness,Sadness,Clear,Female,Mona Zaki,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (102)\videos\SPEAKER_02\SPEAKER_02_segment_0004.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (102)\audios\SPEAKER_02\SPEAKER_02_segment_0004.wav,1,1,train,1,1,1,1
videoplayback (102)::videos/SPEAKER_02/SPEAKER_02_segment_0005.mp4,videoplayback (102),5,SPEAKER_02,5,121.3790938,125.1084688,3.729375,videos/SPEAKER_02/SPEAKER_02_segment_0005.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0005.wav,ما كنتش عاملة حسابي ولا عمري فكرت في حاجة زي كده,Fear,Surprise,Sadness,Fear,Clear,Female,Mona Zaki,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (102)\videos\SPEAKER_02\SPEAKER_02_segment_0005.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (102)\audios\SPEAKER_02\SPEAKER_02_segment_0005.wav,1,1,train,1,1,1,1
videoplayback (102)::videos/SPEAKER_02/SPEAKER_02_segment_0006.mp4,videoplayback (102),6,SPEAKER_02,6,135.3178438,140.0765938,4.75875,videos/SPEAKER_02/SPEAKER_02_segment_0006.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0006.wav,أنا بس قلت يعني للسياداتكم الحاجات دي عشان تعرفوها عشان من العيال,Sadness,Fear,Fear,Fear,Clear,Female,Mona Zaki,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (102)\videos\SPEAKER_02\SPEAKER_02_segment_0006.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (102)\audios\SPEAKER_02\SPEAKER_02_segment_0006.wav,1,1,train,1,1,1,1
videoplayback (103)::videos/SPEAKER_00/SPEAKER_00_segment_0001.mp4,videoplayback (103),1,SPEAKER_00,1,154.4540938,162.4865938,8.0325,videos/SPEAKER_00/SPEAKER_00_segment_0001.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0001.wav,أنا عمري ما اسامح نفسي أني كنت سبب في موت راجل طيب والله حبيته زي أبويا الله يرحمك يا عم ربيع,Sadness,Sadness,Sadness,Sadness,Clear,Female,Mona Zaki,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (103)\videos\SPEAKER_00\SPEAKER_00_segment_0001.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (103)\audios\SPEAKER_00\SPEAKER_00_segment_0001.wav,1,1,train,1,1,1,1
videoplayback (103)::videos/SPEAKER_00/SPEAKER_00_segment_0002.mp4,videoplayback (103),3,SPEAKER_00,2,189.5878438,194.7347188,5.146875,videos/SPEAKER_00/SPEAKER_00_segment_0002.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0002.wav,واروح أبتدي في أي حتة من الأول وجديد بعيد  عن عمهم أنا مش عايزة حاجة,Sadness,Fear,Sadness,Sadness,Clear,Female,Mona Zaki,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (103)\videos\SPEAKER_00\SPEAKER_00_segment_0002.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (103)\audios\SPEAKER_00\SPEAKER_00_segment_0002.wav,1,1,train,1,1,1,1
videoplayback (104)::videos/SPEAKER_05/SPEAKER_05_segment_0000.mp4,videoplayback (104),0,SPEAKER_05,0,131.7909688,137.8153438,6.024375,videos/SPEAKER_05/SPEAKER_05_segment_0000.mp4,audios/SPEAKER_05/SPEAKER_05_segment_0000.wav,انا مش فاهم انت ناوية تعمل فيها ايه تاني فلوسو مأخراها شمّا و جرستيني,Anger,Disgust,Anger,Anger,Clear,Male,actor but idk,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (104)\videos\SPEAKER_05\SPEAKER_05_segment_0000.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (104)\audios\SPEAKER_05\SPEAKER_05_segment_0000.wav,1,1,train,1,1,1,1
videoplayback (104)::videos/SPEAKER_05/SPEAKER_05_segment_0001.mp4,videoplayback (104),1,SPEAKER_05,1,140.6165938,143.8903438,3.27375,videos/SPEAKER_05/SPEAKER_05_segment_0001.mp4,audios/SPEAKER_05/SPEAKER_05_segment_0001.wav,جالي راجل كده أمحاو وإيده تقيلة زي المرزبة,Disgust,Disgust,Anger,Disgust,Clear,Male,actor but idk,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (104)\videos\SPEAKER_05\SPEAKER_05_segment_0001.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (104)\audios\SPEAKER_05\SPEAKER_05_segment_0001.wav,1,1,train,1,1,1,1
videoplayback (104)::videos/SPEAKER_05/SPEAKER_05_segment_0002.mp4,videoplayback (104),2,SPEAKER_05,2,163.4147188,167.4309688,4.01625,videos/SPEAKER_05/SPEAKER_05_segment_0002.mp4,audios/SPEAKER_05/SPEAKER_05_segment_0002.wav,بقولك ايه انا استحملتك كتير ومش هرجع في حلفان,Anger,Anger,Anger,Anger,Clear,Male,actor but idk,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (104)\videos\SPEAKER_05\SPEAKER_05_segment_0002.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (104)\audios\SPEAKER_05\SPEAKER_05_segment_0002.wav,1,1,train,1,1,1,1
videoplayback (105)::videos/SPEAKER_02/SPEAKER_02_segment_0001.mp4,videoplayback (105),1,SPEAKER_02,1,70.24784375,74.19659375,3.94875,videos/SPEAKER_02/SPEAKER_02_segment_0001.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0001.wav,من غير سؤال يا حبيبي ده هو يتجنن عليك أصلاً بس قولي إنت فين و اجي اخدك؟,Fear,Fear,Fear,Fear,Clear,Male,Diab,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (105)\videos\SPEAKER_02\SPEAKER_02_segment_0001.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (105)\audios\SPEAKER_02\SPEAKER_02_segment_0001.wav,1,1,train,1,1,1,1
videoplayback (106)::videos/SPEAKER_00/SPEAKER_00_segment_0000.mp4,videoplayback (106),0,SPEAKER_00,0,189.0478438,193.8065938,4.75875,videos/SPEAKER_00/SPEAKER_00_segment_0000.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0000.wav,ما بفهم في الناس وانتي قداها ما تخليش خبطة وحدك تكسرك,Happiness,Anger,Happiness,Happiness,Clear,Male,Roshdy El Shamy,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (106)\videos\SPEAKER_00\SPEAKER_00_segment_0000.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (106)\audios\SPEAKER_00\SPEAKER_00_segment_0000.wav,1,1,train,1,1,1,1
videoplayback (107)::videos/SPEAKER_00/SPEAKER_00_segment_0001.mp4,videoplayback (107),1,SPEAKER_00,1,79.61346875,85.87409375,6.260625,videos/SPEAKER_00/SPEAKER_00_segment_0001.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0001.wav,أقسم بالله العظيم وحياة ولادي إن أنا ببات في اوضة و اقفل على نفسي وانا في دور والرجالة في دور,Anger,Sadness,Sadness,Sadness,Clear,Female,Mona Zaki,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (107)\videos\SPEAKER_00\SPEAKER_00_segment_0001.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (107)\audios\SPEAKER_00\SPEAKER_00_segment_0001.wav,1,1,train,1,1,1,1
videoplayback (107)::videos/SPEAKER_01/SPEAKER_01_segment_0000.mp4,videoplayback (107),2,SPEAKER_01,0,92.91096875,100.6903438,7.779375,videos/SPEAKER_01/SPEAKER_01_segment_0000.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0000.wav,هي خلاص عرفت أصول الشغل هنا وهتسيب المركب وترجع بيتها معززة مكرمة وإن كان على مين يشغل المركب فيحلها الحلال,Anger,Anger,Anger,Anger,Clear,Male,Diab,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (107)\videos\SPEAKER_01\SPEAKER_01_segment_0000.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (107)\audios\SPEAKER_01\SPEAKER_01_segment_0000.wav,1,1,train,1,1,1,1
videoplayback (108)::videos/SPEAKER_03/SPEAKER_03_segment_0000.mp4,videoplayback (108),2,SPEAKER_03,0,41.52659375,46.85909375,5.3325,videos/SPEAKER_03/SPEAKER_03_segment_0000.mp4,audios/SPEAKER_03/SPEAKER_03_segment_0000.wav,وإحنا ناس بنفهم في الأصول زي ما عيشنا عليها مع أهلينا وعلمناها لعيالنا,Neutral,Neutral,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (108)\videos\SPEAKER_03\SPEAKER_03_segment_0000.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (108)\audios\SPEAKER_03\SPEAKER_03_segment_0000.wav,1,1,train,1,1,1,1
videoplayback (108)::videos/SPEAKER_01/SPEAKER_01_segment_0002.mp4,videoplayback (108),3,SPEAKER_01,2,49.25534375,56.95034375,7.695,videos/SPEAKER_01/SPEAKER_01_segment_0002.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0002.wav,والأصول برضو عندكم بتقول إن الراجل يضرب مراته اللي شغالة وشقيانة مرعياه ومرعية بتها,Surprise,Anger,Surprise,Surprise,Clear,Female,Hanan Sulieman,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (108)\videos\SPEAKER_01\SPEAKER_01_segment_0002.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (108)\audios\SPEAKER_01\SPEAKER_01_segment_0002.wav,1,1,train,1,1,1,1
videoplayback (108)::videos/SPEAKER_03/SPEAKER_03_segment_0001.mp4,videoplayback (108),4,SPEAKER_03,1,58.28346875,65.92784375,7.644375,videos/SPEAKER_03/SPEAKER_03_segment_0001.mp4,audios/SPEAKER_03/SPEAKER_03_segment_0001.wav,انت طول عمرك ست عاقلة بقى معقولة هتصدقي بنتك الصغيرة هي اش عرفها هي كانت عشرتنا,Anger,Anger,Anger,Anger,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (108)\videos\SPEAKER_03\SPEAKER_03_segment_0001.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (108)\audios\SPEAKER_03\SPEAKER_03_segment_0001.wav,1,1,train,1,1,1,1
